,name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,time_signature,playlist,genre
91,Wanted,Hunter Hayes (Encore),Hunter Hayes,2011,228840,71,0.268,0.421,0.476,0.0,0.0816,-7.692,0.0298,169.784,0.3,C,4,2010s,country
92,"God, Your Mama, And Me",Dig Your Roots,Florida Georgia Line,2016-08-26,183413,65,0.318,0.443,0.817,0.0,0.374,-3.729,0.0511,168.1,0.652,G,4,2010s,country
93,Undo It,Play On,Carrie Underwood,2009,177253,59,0.11,0.476,0.84,0.0,0.046,-2.259,0.058,156.254,0.648,D,4,2010s,country
94,Bartender,747,Lady A,2014-09-30,198266,65,0.0198,0.631,0.937,7.38e-06,0.327,-3.858,0.034,101.011,0.654,B,4,2010s,country
95,Cop Car,Fuse (Deluxe Edition),Keith Urban,2013-01-01,256746,62,0.193,0.538,0.664,0.0,0.0918,-6.318,0.0392,154.033,0.366,C#/Db,4,2010s,country
96,Prayed For You,Everywhere But On,Matt Stell,2019-10-25,210373,68,0.0724,0.6,0.698,1.64e-06,0.113,-5.86,0.0355,140.032,0.57,A,4,2010s,country
97,You Don't Know Her Like I Do,Halfway To Heaven (Deluxe Edition),Brantley Gilbert,2010,286520,62,0.022,0.49,0.716,0.00048,0.0526,-6.681,0.0441,74.988,0.288,E,4,2010s,country
98,From the Ground Up,Obsessed,Dan + Shay,2016-06-03,253933,68,0.333,0.281,0.58,0.0,0.122,-5.967,0.0323,151.568,0.282,A,3,2010s,country
99,Setting the World On Fire (with P!nk),Cosmic Hallelujah,Kenny Chesney,2017-04-28,217466,62,0.0171,0.61,0.822,1.88e-06,0.093,-4.422,0.0355,93.993,0.437,C,4,2010s,country
0,I Hope,Goldmine,Gabby Barrett,2020-06-19,210772,79,0.0951,0.466,0.536,0.0,0.114,-6.227,0.0429,75.998,0.377,F#/Gb,4,2020,country
1,The Bones,GIRL,Maren Morris,2019-03-08,197293,79,0.278,0.612,0.57,0.0,0.0963,-6.642,0.0347,77.004,0.334,B,4,2020,country
2,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,167693,82,0.153,0.654,0.63,0.0,0.111,-4.644,0.0259,89.991,0.43,A#/Bb,4,2020,country
3,Chasin' You,If I Know Me,Morgan Wallen,2018-04-27,205453,79,0.657,0.631,0.591,0.0,0.11,-5.785,0.0277,97.074,0.489,G,4,2020,country
4,Nobody But You (Duet with Gwen Stefani),Fully Loaded: God's Country,Blake Shelton,2019-12-13,194866,70,0.111,0.463,0.653,0.000136,0.172,-5.515,0.0273,143.912,0.233,C,4,2020,country
5,One Man Band,Old Dominion,Old Dominion,2019-10-25,186240,77,0.677,0.706,0.358,0.0,0.107,-8.331,0.0347,75.991,0.478,F#/Gb,4,2020,country
6,Got What I Got,9,Jason Aldean,2019-11-22,178146,74,0.621,0.512,0.58,1.72e-05,0.513,-6.658,0.029,159.847,0.303,D#/Eb,3,2020,country
7,Die From A Broken Heart,Die From A Broken Heart,Maddie & Tae,2018-10-19,188290,68,0.363,0.607,0.514,0.0,0.258,-6.631,0.0323,75.978,0.414,E,4,2020,country
8,I Hope You’re Happy Now,Carly Pearce,Carly Pearce,2020-02-14,198688,73,0.168,0.591,0.815,8.68e-06,0.142,-4.725,0.0366,118.024,0.306,A#/Bb,4,2020,country
9,One Of Them Girls,One Of Them Girls,Lee Brice,2020-04-10,188893,76,0.294,0.643,0.79,0.0,0.107,-6.079,0.0462,95.987,0.8,E,4,2020,country
10,One Margarita,One Margarita,Luke Bryan,2020-03-13,193426,68,0.0969,0.641,0.842,0.0,0.169,-4.872,0.0464,89.997,0.738,A,4,2020,country
11,Hard To Forget,SOUTHSIDE,Sam Hunt,2020-04-03,204760,69,0.23,0.689,0.689,0.0,0.57,-5.517,0.045,130.069,0.664,E,4,2020,country
12,Kinfolks,Kinfolks,Sam Hunt,2019-10-10,181933,64,0.0808,0.565,0.805,0.0,0.173,-4.457,0.0489,76.04,0.869,C,4,2020,country
13,ONE BEER (feat. Lauren Alaina & Devin Dawson),A ROCK,HARDY,2020-09-04,173173,68,0.564,0.516,0.745,0.0,0.275,-8.352,0.0774,186.006,0.826,D,3,2020,country
14,Bluebird,Wildcard,Miranda Lambert,2019-11-01,209760,72,0.038,0.661,0.633,2.75e-06,0.124,-5.986,0.0348,81.984,0.613,G,4,2020,country
15,Does To Me (feat. Eric Church),What You See Is What You Get,Luke Combs,2019-11-08,223320,70,0.311,0.616,0.849,0.0,0.311,-4.897,0.0373,113.065,0.638,C,4,2020,country
16,More Than My Hometown,Dangerous: The Double Album,Morgan Wallen,2021-01-08,216573,79,0.615,0.62,0.869,0.0,0.131,-5.479,0.0462,126.019,0.597,F#/Gb,4,2020,country
17,Even Though I'm Leaving,What You See Is What You Get,Luke Combs,2019-11-08,225253,73,0.225,0.554,0.755,0.0,0.301,-6.04,0.0319,77.962,0.624,D,4,2020,country
18,Lovin' On You,What You See Is What You Get,Luke Combs,2019-11-08,194866,72,0.00165,0.572,0.949,0.000195,0.163,-4.865,0.06,118.974,0.53,E,4,2020,country
19,More Hearts Than Mine,Lady Like,Ingrid Andress,2020-03-27,214786,70,0.109,0.375,0.428,0.0,0.105,-7.387,0.029,78.516,0.361,C,4,2020,country
20,Cool Again,Cool Again,Kane Brown,2020-04-23,164668,63,0.0156,0.608,0.735,1.69e-06,0.361,-5.497,0.0371,90.007,0.773,E,4,2020,country
21,Homesick,Experiment Extended,Kane Brown,2019-11-01,205400,70,0.46,0.701,0.5,0.0,0.234,-8.82,0.0303,97.028,0.409,G#/Ab,4,2020,country
22,I Love My Country,Life Rolls On,Florida Georgia Line,2021-02-12,185466,60,0.0283,0.525,0.94,0.0,0.236,-3.546,0.065,140.093,0.636,E,4,2020,country
23,Be A Light,Be A Light,Thomas Rhett,2020-03-30,173960,63,0.0397,0.509,0.493,1.32e-06,0.102,-6.676,0.0266,97.846,0.264,C,4,2020,country
24,After A Few,After A Few,Travis Denning,2019-01-18,213493,63,0.0146,0.617,0.849,0.0,0.194,-4.316,0.0355,106.998,0.695,A#/Bb,4,2020,country
25,Beer Can’t Fix,Center Point Road,Thomas Rhett,2019-05-31,209733,69,0.0317,0.711,0.774,0.0,0.124,-4.068,0.0308,111.016,0.939,G,4,2020,country
26,What She Wants Tonight,What She Wants Tonight,Luke Bryan,2019-10-24,186988,58,0.0649,0.484,0.903,0.0,0.151,-3.9,0.0882,169.948,0.716,G#/Ab,4,2020,country
27,God Whispered Your Name,God Whispered Your Name,Keith Urban,2020-02-27,232165,58,0.306,0.594,0.6,0.0,0.149,-6.712,0.0498,145.967,0.5,D,4,2020,country
28,Some Girls,Jameson Rodgers,Jameson Rodgers,2018-01-19,184893,65,0.0781,0.429,0.831,0.0,0.312,-5.108,0.0473,167.984,0.348,G#/Ab,4,2020,country
29,Pretty Heart,Pretty Heart,Parker McCollum,2019-08-30,244797,71,0.00531,0.562,0.683,0.0,0.107,-4.427,0.0296,132.003,0.385,G,4,2020,country
30,Slow Dance In A Parking Lot,Home State,Jordan Davis,2018-03-23,193929,72,0.301,0.523,0.837,0.0,0.172,-4.494,0.0335,82.006,0.523,G,4,2020,country
31,Heartache Medication,Heartache Medication,Jon Pardi,2019-05-20,209109,61,0.0361,0.621,0.791,0.0,0.143,-3.343,0.0265,95.075,0.734,A,4,2020,country
32,Here And Now,Here And Now,Kenny Chesney,2020-05-01,171493,59,0.0505,0.506,0.813,0.0,0.12,-3.575,0.0532,147.996,0.706,A,4,2020,country
33,Catch,Ticket To L.A.,Brett Young,2018-12-07,196440,67,0.0248,0.566,0.765,0.0,0.0783,-6.337,0.0439,156.036,0.604,D,4,2020,country
34,One Night Standards,Never Will,Ashley McBryde,2020-04-03,190973,66,0.0287,0.537,0.686,0.00709,0.0988,-5.022,0.0293,78.052,0.611,F,4,2020,country
35,Love You Like I Used To,Love You Like I Used To,Russell Dickerson,2020-02-11,186613,66,0.12,0.501,0.788,0.0,0.137,-4.624,0.0415,152.047,0.61,A#/Bb,4,2020,country
36,Why We Drink,Late Nights And Longnecks,Justin Moore,2019-07-26,211430,66,0.00824,0.624,0.903,0.0,0.309,-3.046,0.0347,116.99,0.724,F#/Gb,4,2020,country
37,One Big Country Song,Brothers,LOCASH,2019-03-29,193026,62,0.602,0.547,0.822,0.0,0.107,-2.85,0.0334,81.981,0.553,F,4,2020,country
38,I Called Mama,Here On Earth,Tim McGraw,2020-08-21,212146,58,0.571,0.499,0.619,4.82e-06,0.148,-7.054,0.0339,86.185,0.514,D,4,2020,country
39,What If I Never Get Over You,Ocean,Lady A,2019-11-15,206597,68,0.016,0.576,0.724,0.0,0.107,-5.147,0.0274,93.029,0.34,C,4,2020,country
40,We Back,9,Jason Aldean,2019-11-22,197160,62,0.0135,0.433,0.928,2.01e-06,0.32,-5.117,0.0512,155.938,0.552,E,4,2020,country
41,Everywhere But On,Everywhere But On,Matt Stell,2019-10-25,192586,62,0.0345,0.563,0.722,0.0,0.0795,-3.972,0.0279,149.903,0.309,F#/Gb,4,2020,country
42,Done,Real Friends,Chris Janson,2019-10-18,220120,63,0.34,0.565,0.835,0.0,0.0726,-3.379,0.0335,105.007,0.763,A,4,2020,country
43,homecoming queen?,kelsea,Kelsea Ballerini,2020-03-20,167796,63,0.478,0.462,0.512,0.0,0.0993,-5.443,0.0334,114.014,0.29,A,4,2020,country
44,I Should Probably Go To Bed,I Should Probably Go To Bed,Dan + Shay,2020-07-31,171826,72,0.634,0.721,0.277,0.0,0.112,-7.128,0.0365,131.935,0.309,C#/Db,4,2020,country
45,In Between,Seasons Change,Scotty McCreery,2018-01-12,221600,59,0.0166,0.592,0.928,1.5e-05,0.123,-5.402,0.0558,121.996,0.393,B,4,2020,country
46,I Wish Grandpas Never Died,Different 'Round Here,Riley Green,2019-09-20,250413,73,0.036,0.445,0.492,0.0,0.122,-5.717,0.0294,148.013,0.24,F#/Gb,4,2020,country
47,Ain't Always The Cowboy,Heartache Medication,Jon Pardi,2019-09-27,220880,68,0.0094,0.539,0.837,0.0,0.262,-3.458,0.0385,151.913,0.551,A,4,2020,country
48,Homemade,Greetings From...Jake,Jake Owen,2019-03-29,192653,60,0.396,0.51,0.838,0.0,0.195,-2.702,0.0469,145.922,0.574,F#/Gb,4,2020,country
49,Happy Anywhere (feat. Gwen Stefani),Body Language,Blake Shelton,2021-05-21,171026,70,0.134,0.606,0.737,0.0,0.057,-5.745,0.0321,82.966,0.65,G#/Ab,4,2020,country
50,7 Summers,7 Summers,Morgan Wallen,2020-08-14,210122,66,0.428,0.457,0.774,4.29e-05,0.119,-5.201,0.0336,203.863,0.59,C,4,2020,country
51,Make Me Want To,Mercury Lane,Jimmie Allen,2018-10-12,172280,64,0.0793,0.519,0.872,0.0,0.111,-3.212,0.0616,179.965,0.74,D,4,2020,country
52,Ridin’ Roads,Tullahoma,Dustin Lynch,2020-01-17,205426,68,0.0986,0.547,0.817,0.0,0.136,-4.255,0.0448,142.118,0.592,A,4,2020,country
53,Champagne Night - From Songland,Champagne Night (From Songland),Lady A,2020-06-12,185069,64,0.0272,0.523,0.927,5.98e-06,0.168,-2.796,0.0489,149.929,0.939,E,4,2020,country
54,Heartless (feat. Morgan Wallen),Diplo Presents Thomas Wesley Chapter 1: Snake Oil,Diplo,2020-05-29,169226,75,0.275,0.765,0.556,0.0,0.0824,-6.417,0.0512,111.033,0.274,B,4,2020,country
55,She's Mine,Wild World,Kip Moore,2020-05-29,229493,61,7.2e-05,0.621,0.858,5.63e-06,0.116,-5.864,0.0353,123.004,0.608,G,4,2020,country
56,One Thing Right,One Thing Right,Marshmello,2019-06-21,181823,77,0.0644,0.659,0.625,0.0,0.582,-2.253,0.045,88.042,0.442,E,4,2020,country
57,"Big, Big Plans","Big, Big Plans",Chris Lane,2019-06-28,187306,72,0.076,0.574,0.58,0.0,0.12,-6.091,0.0278,149.974,0.4,G,4,2020,country
58,Just the Way,Just the Way,Parmalee,2019-12-13,193880,72,0.107,0.544,0.829,0.0,0.317,-2.84,0.0404,90.048,0.815,A,4,2020,country
59,Lonely If You Are,The Album,Chase Rice,2021-05-28,176728,66,0.162,0.681,0.726,0.0,0.119,-5.1,0.0453,84.979,0.819,G,4,2020,country
60,Better Together,What You See Is What You Get,Luke Combs,2019-11-08,219573,78,0.827,0.552,0.225,0.0,0.111,-11.501,0.0477,138.002,0.67,C,4,2020,country
61,Monsters,Desperate Man,Eric Church,2018-10-05,200386,58,0.513,0.649,0.4,1.18e-06,0.0774,-10.202,0.0455,157.895,0.393,F#/Gb,4,2020,country
62,Remember You Young,Center Point Road,Thomas Rhett,2019-05-31,180466,62,0.355,0.396,0.51,0.0,0.113,-6.274,0.0327,113.994,0.299,F#/Gb,4,2020,country
63,GOOD TIME,GOOD TIME,Niko Moon,2021-08-27,214720,75,0.0874,0.802,0.59,0.0,0.275,-7.189,0.0493,138.084,0.687,F,4,2020,country
64,Drinking Alone,Cry Pretty,Carrie Underwood,2018-09-14,258293,58,0.0326,0.691,0.732,0.0,0.0608,-3.715,0.0294,97.949,0.477,F,3,2020,country
65,Almost Maybes,Almost Maybes,Jordan Davis,2020-05-08,179152,70,0.146,0.582,0.868,0.0,0.103,-3.927,0.0522,90.105,0.555,B,4,2020,country
66,Lady,Weekends Look A Little Different These Days,Brett Young,2021-06-04,194293,70,0.449,0.403,0.516,1.26e-05,0.0937,-7.983,0.0343,170.015,0.428,G,4,2020,country
67,Starting Over,Starting Over,Chris Stapleton,2020-08-27,240413,69,0.452,0.638,0.538,0.000415,0.0695,-8.445,0.0315,89.124,0.318,A#/Bb,4,2020,country
68,hole in the bottle,kelsea,Kelsea Ballerini,2020-03-20,155668,64,0.0486,0.478,0.873,0.0,0.374,-3.637,0.122,104.365,0.739,E,4,2020,country
69,Six Feet Apart,What You See Is What You Get,Luke Combs,2019-11-08,199068,59,0.335,0.565,0.598,0.0,0.124,-5.894,0.0276,155.814,0.449,F#/Gb,4,2020,country
70,My Truck,BRELAND EP,BRELAND,2020-05-22,158329,65,0.23,0.883,0.299,7.62e-06,0.162,-8.382,0.105,136.982,0.55,D,4,2020,country
71,the other girl (with Halsey),kelsea,Kelsea Ballerini,2020-03-20,201343,62,0.419,0.583,0.769,0.0,0.0988,-4.859,0.159,179.869,0.785,G#/Ab,4,2020,country
72,The Good Ones,Goldmine,Gabby Barrett,2020-06-19,215140,76,0.18,0.519,0.552,0.0,0.149,-5.023,0.0259,89.957,0.331,D,4,2020,country
73,Getting Good,Getting Good,Lauren Alaina,2019-09-27,201480,57,0.307,0.499,0.643,0.0,0.106,-5.416,0.0354,93.805,0.469,B,4,2020,country
74,betty,folklore,Taylor Swift,2020-07-24,294521,75,0.6,0.593,0.377,0.0,0.0976,-8.761,0.0253,95.939,0.502,C,4,2020,country
75,What Could've Been,Canyons,Gone West,2020-06-12,222696,56,0.177,0.589,0.54,0.0,0.132,-7.475,0.0304,143.991,0.408,A#/Bb,4,2020,country
76,Momma’s House,Tullahoma,Dustin Lynch,2020-01-17,220160,65,0.278,0.633,0.858,0.0,0.315,-3.509,0.0356,119.998,0.541,B,4,2020,country
77,Stick That In Your Country Song,Stick That In Your Country Song,Eric Church,2020-06-25,228706,58,0.0658,0.536,0.863,0.172,0.118,-5.081,0.0362,89.979,0.405,C,4,2020,country
78,Happy Does,Here And Now,Kenny Chesney,2020-05-01,168733,61,0.3,0.715,0.665,0.0,0.123,-5.486,0.0383,109.018,0.597,F#/Gb,4,2020,country
79,To a T,To a T,Ryan Hurd,2019-01-04,178813,61,0.17,0.687,0.641,0.0,0.111,-5.814,0.03,120.04,0.663,B,4,2020,country
80,Blessings,Can't Say I Ain't Country,Florida Georgia Line,2019-02-15,198520,63,0.737,0.466,0.672,0.0,0.0858,-5.926,0.036,89.081,0.334,E,4,2020,country
81,Her World or Mine,Amos,Michael Ray,2018-06-01,208506,62,0.635,0.568,0.499,0.0,0.122,-6.597,0.0288,143.761,0.243,E,4,2020,country
82,Tip of My Tongue,Tip of My Tongue,Kenny Chesney,2019-07-12,199413,57,0.0821,0.669,0.56,0.0,0.0703,-5.003,0.0251,95.0,0.49,F,4,2020,country
83,Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,2020-10-23,232533,81,0.191,0.487,0.65,0.0,0.0933,-5.195,0.0253,151.964,0.456,C,4,2020,country
84,No I in Beer,No I in Beer,Brad Paisley,2020-04-15,216489,53,0.00626,0.498,0.901,9.46e-06,0.337,-4.372,0.0459,83.999,0.809,A,4,2020,country
85,To Hell & Back,GIRL,Maren Morris,2019-03-08,195586,59,0.148,0.463,0.71,0.000192,0.123,-7.051,0.0859,78.144,0.441,C,4,2020,country
86,Drowning,Drowning,Chris Young,2019-06-14,189823,62,0.211,0.438,0.661,0.0,0.0865,-5.189,0.0359,75.989,0.319,F,4,2020,country
87,Hell Right (feat. Trace Adkins),Hell Right (feat. Trace Adkins),Blake Shelton,2019-08-16,207480,60,0.0915,0.551,0.821,4.03e-06,0.155,-6.16,0.0453,75.979,0.519,G,4,2020,country
88,"Wine, Beer, Whiskey",Nightfall,Little Big Town,2020-01-17,196160,72,0.617,0.727,0.914,0.0,0.596,-5.85,0.0743,106.021,0.784,G,4,2020,country
89,Beers And Sunshine,Beers And Sunshine,Darius Rucker,2020-08-06,178278,69,0.134,0.57,0.645,0.0,0.147,-5.816,0.0304,81.084,0.677,F,4,2020,country
90,This Bar,Dangerous: The Double Album,Morgan Wallen,2021-01-08,185280,75,0.0921,0.553,0.884,0.00033,0.0463,-5.306,0.0771,110.074,0.248,D,4,2020,country
91,Some People Do,Old Dominion,Old Dominion,2019-10-25,196266,59,0.856,0.632,0.227,0.0,0.101,-9.459,0.0378,112.81,0.323,A,4,2020,country
92,Who You Are To Me (feat. Lady A),Who You Are To Me (feat. Lady A),Chris Tomlin,2020-06-26,230108,51,0.261,0.59,0.798,0.0,0.112,-4.75,0.0349,96.02,0.272,C#/Db,4,2020,country
93,One Too Many,One Too Many,Keith Urban,2020-09-16,203893,72,0.247,0.697,0.535,0.0,0.569,-6.504,0.068,82.959,0.594,E,4,2020,country
94,We Were,We Were,Keith Urban,2019-05-14,189104,53,0.127,0.44,0.803,0.0,0.128,-6.162,0.0512,79.312,0.633,F,4,2020,country
95,Cover Me Up,Dangerous: The Double Album,Morgan Wallen,2021-01-08,293706,78,0.232,0.549,0.44,7.37e-06,0.107,-8.192,0.0264,128.01,0.214,G,3,2020,country
96,Long Live,Life Rolls On,Florida Georgia Line,2021-02-12,153253,68,0.178,0.611,0.846,0.0,0.12,-3.548,0.0374,129.961,0.544,G,4,2020,country
97,Gaslighter,Gaslighter,The Chicks,2020-07-17,203466,59,0.00624,0.681,0.728,0.0,0.055,-7.317,0.0513,131.017,0.693,D,4,2020,country
98,Cheatin’ Songs,Let It Roll,Midland,2019-08-23,215033,60,0.043,0.723,0.723,3.99e-05,0.326,-5.522,0.0269,109.988,0.694,E,4,2020,country
